UniProtAccFull	UniProtAcc	UniProtName	Gene	EntrezGene	R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
A0A0G2KAQ5	A0A0G2KAQ5	A0A0G2KAQ5_RAT	Myoz2		0.291510781832859	0.0639139835296216	0.00186271513005531	-0.420166471716052	0.263864831222321	-0.000936898801132346	0.249772538567559	0.560894757743112	0.0656992679831443	-1.10662736996223	0.147641480954497	-0.515736577042553	0.19789434735904	-0.333695722129617	0.152929454218299	0.143516784470052	-0.136812921596666	0.171021395237009
A0A0G2KAS8	A0A0G2KAS8	A0A0G2KAS8_RAT	Wnk2		0.0400525197500004	0.0170214538326682	0.116716556347134	0.0258964170299667	-0.0395032277123224	-0.0170383631881846	-0.0977292614800821	0.175792657798688	0.0700621609160812	-0.0346377658896233	0.0226165749697022	0.0762051567711284	-0.0456508961505849	0.324236665463724	0.0789442885566608	0.052383135662696	0.243957377703177	-0.0631991760017147
A0A0G2KAT3	A0A0G2KAT3	A0A0G2KAT3_RAT	Rpa1		0.0657232173779954	0.0774649989410037	0.0354304134782136	0.164164056712928	0.12462715237686	-0.110914220571245	-0.143286209370674	-0.0563809922095181	0.014482635570392	-0.0489052667602288	-0.358246202354259	-0.0102866436596702	-0.442590985663051	-0.140256000684081	-0.152650024212491	0.00882417522010992	-0.0530405966791202	-0.108020752536205
A0A0G2KAX9	A0A0G2KAX9	A0A0G2KAX9_RAT	Mreg							-0.0239560842165155	0.0368463191484156	-0.124230249080025	0.127578415480444					0.331534267491203	-0.183058372197172	0.560756153316613	0.567520174068823	0.405922568996746
A0A0G2KAZ7	A0A0G2KAZ7	A0A0G2KAZ7_RAT	Hnrnpdl		-0.0525564460026022	0.231687218517612	0.290154375220338	-0.0171482001404071	0.194591387294578	0.131374670144899	0.189661467113239	0.0344548849551511	-0.0513850855709809	0.121268362101346	-0.470137740232061	0.00440503529700509	-0.332457810119318	-0.162120241758951	-0.017056776230096	-0.0169711595030149	-0.0815582643209113	0.0415823840589604
A0A0G2KB11	A0A0G2KB11	A0A0G2KB11_RAT	Stard10		-0.245353955996289	-0.122269546237559	0.0161303674547415	-0.221664500819847	-0.106847451001757	0.00432027679260816	-0.0899946797734887	-0.205065278279446	-0.187491605043701	-0.11941223890296	-0.0208932096430606	-0.0802609500863379	0.0188647689282471	0.292977115705551	0.219626051853362	0.230261405711247	0.127978177795132	-0.106605484119869
A0A0G2KB21	A0A0G2KB21	A0A0G2KB21_RAT	Papss1		-0.222530265471729	0.115920203796359	-0.059674175280455	-0.270080839367596	-0.147253585931088					0.175583825946699	-0.218626000582107	0.29806080460877	-0.00372300974605178					
A0A0G2KB65	A0A0G2KB65	A0A0G2KB65_RAT	LOC103690164		0.100289241853452	0.0291166266877904	-0.126256416370385	0.0400075879860499	-0.109935802853406	-0.0799213721922143	0.187722093021569	0.109271164903393	-0.0342114342451346	-0.101925839457653	0.110103215053376	-0.0475200359403611	0.0159309360050551	-0.49473140407628	-0.106242139849443	0.279844438211778	-0.515091489925446	-0.305589706793727
A0A0G2KB92	A0A0G2KB92	A0A0G2KB92_RAT	Dclk1		-0.0810589195924552	-0.0766652412689157	0.0854955590209517	0.093612028168901	-0.101258832094455					0.332718978715574	-0.0564341628154569	0.307474499833189	-0.143833685872504					
A0A0G2KBA5	A0A0G2KBA5	A0A0G2KBA5_RAT	Pcp4l1							-1.17541330979565	-1.20121042554232	-1.26520619860596	-1.40876978111872					-1.10145144891793	-1.02967150412465	-1.03379040849449	-0.630265408088689	-0.878607089821336
A0A0G2KBB9	A0A0G2KBB9	A0A0G2KBB9_RAT	Ank2		0.30496461341228	-0.0661868542834123	-0.0663153755698737	0.0226098671814694	-0.0836578174408851	-0.175749919572381	-0.0667368112662925	-0.141956398146114	-0.15929226289359	0.0358646665926426	0.272348381677893	-0.0391078385078287	-0.0816471367849899	-0.128400744276475	-0.0237525414858507	-0.0463228161074052	-0.160966361195861	-0.145028059700491
A0A0G2KBC7	A0A0G2KBC7	A0A0G2KBC7_RAT	Pfkm		-0.0758880242899782	0.0270085466487385	0.0596609443208652	0.0837218677937143	0.0200856098526719	0.0941348092859631	-0.033650948965453	0.119417829196559	0.0952271903355136	0.0282672318897269	-0.105879655769605	0.150619955921622	-0.0831373244613886	-0.0461559177169065	0.0643682858048462	0.177824306477418	-0.0135359185257391	0.114729769531647
A0A0G2QC02	A0A0G2QC02	A0A0G2QC02_RAT	Skiv2l		-0.0196347573870156	-0.00829299525739877	0.099655028140241	0.0248239745354485	0.136655843931594	0.0441038153011049	-0.0313802826268941	0.0430550677018301	0.0295921383959201	0.106641893980024	0.00338282280687208	-0.021213499405379	-0.0353765456253735	-0.103492381626965	-0.0413870794997391	0.0198759737803733	0.0190621430472123	0.20784894825512
A0A0G2QC04	A0A0G2QC04	A0A0G2QC04_RAT	Pls1		-0.328540899755293	-0.0349425388131779	-0.183483354931355	-0.0642553497162792	-0.369546809350842	-0.0536830196431991	0.85122777948101	-0.113093299837832	0.165536957634457	0.666698577425291	0.324214694662321	-0.240639159194343	-0.265288067526499	0.042753751159974	0.172168811753759	-0.318219743771945	-0.253730171311136	0.0756738114582704
A0A0G2QC06	A0A0G2QC06	A0A0G2QC06_RAT	Tf		0.189412432599887	-0.0202571575574701	-0.109384840887919	-0.118137804675327	-0.358975833924223	-0.189285146876488	0.319194121703655	-0.292552328396057	0.0840853680228347	1.0808127468248	0.582275309345437	0.166925747151042	-0.11741088985128	-0.139983648655864	0.176138665195815	-0.264956839008634	-0.270257881939187	-0.00943225766946371
A0A0G2QC17	A0A0G2QC17	A0A0G2QC17_RAT	Pdp1		0.131001093949815	-0.0488156336364243	-0.0349997768461804	0.00123012506495349	0.0319582248920095	0.0894106267439286	-0.116980942396642	-0.0513836496882873	-0.0190840427643407	-0.54458179838682	0.0299514599608818	-0.0335380960288878	0.127941085778323	0.104040965671881	0.0354381961542279	0.0528967676332027	0.0169318330985583	-0.110328888700596
A0A0G2QC22	A0A0G2QC22	A0A0G2QC22_RAT	Paxx		-0.0512375975454508	0.0465988465188896	0.0206221423505766	0.0493165468097606	0.172883788804623	-0.290153679030296	-0.179589853605916	-0.144692533858199	-0.0807349799755096	0.0342449306542334	0.00216525892672959	0.0262731188023673	-0.0187246394817887	-0.185708902719952	-0.160881854151372	-0.139156513128464	-0.276137821462716	-0.2881525156197
A0A0G2QC33	A0A0G2QC33	A0A0G2QC33_RAT	Atg4b		-0.0495878765159903	-0.0772488222413051	-0.0112354549992287	-0.0426644267784667	-0.225991705141469	-0.157580743445978	-0.120186410480557	-0.0822310344537363	-0.118146980105602	0	0.0299337394550639	-0.0713401309969491	-0.00302495938719638	0.134713858574215	0.00298652644101044	0.0235622537219757	0.0259773654780058	-0.100338963046411
A0A0G2QC38	A0A0G2QC38	A0A0G2QC38_RAT	Srsf11		0.314401518626267	0.3726288490007	0.207131075529964	0.274339987969398	0.336320586357791	-0.536253256932467	-0.743227901872386	-0.326377962579448	-0.321942972278741	0.46277048602006	0.192678193823079	0.334227043442286	0.197221933486495	-0.172796014981626	-0.248134555023658	-0.418288361165087	-0.24322542310324	-0.0999499313594664
A0A0G2QC41	A0A0G2QC41	A0A0G2QC41_RAT	Hdac6		0.526756120583664	0.618385891760513	0.699101833985048	0.318664446967511	0.752450615324737	0.0729383335415171	0.273365169767099	0.193074002610338	-0.062068247641607	0.17863846312061	0.403059079355036	0.184497253545137	0.122051169258806	-0.345643719341239	-0.382964251780179	0.235962099699622	-0.581566597969279	-0.0996890213425961
A0A0G2QC50	A0A0G2QC50	A0A0G2QC50_RAT	Cd55		0.0208643371477415	-0.251054031254368	-0.221197947825667	0.111942503524598	-0.0262871586278057	0.0146193386861163	-0.212478404628181	-0.201625859851517	-0.0795208613618597	-0.526217958644337	0.0488662460537043	-0.0469305376824423	-0.0408312002398287	0.433543317208942	-0.117229562272009	0.043868275875816	0.306317708926366	0.120607954046723
A0A0G2QC54	A0A0G2QC54	A0A0G2QC54_RAT	Tpd52l3		-2.01363682398885	-2.5369196389569	1.12340960047265	-1.46977416098648	1.82456244198623					-1.30269857614505	-0.34584328736045	-1.74972760168412	-1.17223065120326					
A0A0G2QC57	A0A0G2QC57	A0A0G2QC57_RAT	Aldoc		0.0495447220473543	0.266186605445186	0.378922319661903	0.49483764011616	0.835031731801168	-0.0940214746658496	-0.168138621262886	-0.389556801375191	-0.436785397469407	0.53179808516961	0.641689939064915	-0.170708407962403	-0.171039270813927	0.650861026721335	0.439240616385148	-0.874834576896301	0.47025318424563	-0.270450321359744
A0A0G2QC59	A0A0G2QC59	A0A0G2QC59_RAT	Spout1							-0.0433598199883747	0.393126590640527	-0.449014650405271	-0.257642901952857					0.876307398587169	-0.217601116737691	-0.678465212958891	0.838016488687913	-0.547381894781809
A0A0H2UHG0	A0A0H2UHG0	A0A0H2UHG0_RAT	Yars		0.0150806085161275	0.0607756279478841	0.0242518162465565	-0.0164802092486803	-0.0224053748961184	-0.0626253095197181	-0.0382017496190864	0.0109806056831108	0.0508830921162743	-0.0644588581779646	-0.00439684876350288	0.106584340602432	0.0175931219623471	-0.0106187416472607	0.0210983456218027	0.00701724695537864	-0.0145043704168584	0.0437146852825646
A0A0H2UHG3	A0A0H2UHG3	A0A0H2UHG3_RAT	Cul5		0.10878071623581	0.122218203206125	0.0967629945306281	0.157307248732624	0.052058405620353	-0.00392184513914184	-0.0614824217545588	0.0695106625465508	0.0188397530007688	0.0736985479369611	0.0277234086844742	0.0685796292570001	0.130767211953033	-0.0492289027892795	-0.0275451703383414	-0.0319014011944239	-0.014191173349662	-0.038877484822999
A0A0H2UHJ5	A0A0H2UHJ5	A0A0H2UHJ5_RAT	Zfr		-0.523872544045075	-0.113297081557803	-0.0276451658829265	-0.142953717568362	-0.264932453608744	-0.433518556487366	-0.413996325037769	-0.237483037494139	-0.299824740460898	0.144697462017837	-0.249787813038719	-0.0946486217565533	-0.219219801816508	0.187324187746819	-0.33743416849307	-0.132359630208624	-0.178504109453947	-0.303720217142585
A0A0H2UHK0	A0A0H2UHK0	A0A0H2UHK0_RAT	Sfr1		-0.0545257038369353	0.0251603543018392	0.113999806885063	-0.0415546933819949	-0.194291925601165					0.218880158738048	-0.287711986907501	0.0947192691989444	-0.294773863368506					
A0A0H2UHS1	A0A0H2UHS1	A0A0H2UHS1_RAT	Bles03		-0.00576225307643663	0.0422666728435016	0.0289349254079145	-0.0781390448305709	-0.00792996861437073	-0.0113003501185774	-0.092698030757448	0.0491605949821514	-0.00134194494994044	-0.0197196596317394	0.0390383128515398	0.0762899223039174	0.030027666762693	-0.0461583600139153	0.0727955221044247	0.299507293118083	-0.0322538163732705	0.0427167053823818
A0A0H2UHV6	A0A0H2UHV6	A0A0H2UHV6_RAT	Ppp3r1		-0.0826249654976809	-0.122889080561904	0.0115320021936974	0.0585275716956059	-0.151590694251861	0.0987752283669247	-0.0718458054702282	0.142341935978701	0.147573896155073	-0.0289310312193211	-0.0770424319740748	-0.0537898227791086	-0.0552555245897072	0.142220573876374	0.255831591698889	0.12004434647155	0.15545333375094	0.147166671692201
A0A0H2UHV7	A0A0H2UHV7	A0A0H2UHV7_RAT	Aars2		0.158544047424201	-0.0337355757773268	-0.147698714629731	0.154337468675946	0.0108790981189946					-0.458901052217699	0.0336477150351887	-0.114492948298717	0.164315849775396					
A0A0H2UHV9	A0A0H2UHV9	A0A0H2UHV9_RAT	Copg2		-0.0703752546852513	0.107268792430694	0.0849272636485371	0.0287109561400549	0.0475440962108862	-0.0838072264085048	0.15402405095167	-0.0559216854681122	0.0224288221165317	-0.160060687291773	-0.2783316839349	-0.0458927563252483	-0.128520675983078	-0.255762077697839	-0.122842517322041	-0.0642215010774745	-0.180043517626663	0.00672790263600792
A0A0U1RRP2	A0A0U1RRP2	A0A0U1RRP2_RAT	NEWGENE_1582994		-0.149367774447313	0.181519438390165	0.153901211058918	0.0204897090842713	-0.0214600969105792	0.192490404316418	0.22770881609693	0.16153135004387	0.0178474935715572	0.0462803795136374	-0.168586381460863	-0.00691111877594319	0.0723183233549856	-0.0601670100020717	-0.387862147082829	-0.0270549018029181	-0.119576161349315	-0.174496438061789
A0A0U1RRP3	A0A0U1RRP3	A0A0U1RRP3_RAT	Upf3b		-0.255256515229706	-0.0740522078491574	-0.249439334380927	-0.266679354663337	-0.411267731867669	-0.322148041944063	-0.227636620481742	-0.263235747070399	-0.171349424376403	-0.0613800422630252	-0.0487320551003171	-0.202316110687473	-0.0841454336817032	-0.252512993721518	-0.158390049497733	-0.0904795121589589	-0.0120485364491792	-0.233118851226239
A0A0U1RRP9	A0A0U1RRP9	A0A0U1RRP9_RAT	Cfb		0.465283668235482	-0.143338403892491	-0.223905161973161	-0.155010339869695	-0.35088466796418	-0.426814732870909	0.0576523392585508	-0.410690668255168	-0.29384565931858	0.822390734837319	0.592632351564427	0.0276690291945256	-0.257776662878327	-0.37322049782275	0.00225874782732643	-0.584358467419758	-0.46425662803495	-0.137848070693368
A0A0U1RRQ1	A0A0U1RRQ1	A0A0U1RRQ1_RAT	Ndufa1		0.0854295679911546	0.0893189721544485	-0.000126036231521631	0.106131055792315	0.116890902618351	0.00109333236891396	0.59664987608097	0.637506955817109	0.54313024824993	-0.0400805765867487	0.0423467590783734	0.283356512800009	0.36797129967402	-0.721956376914525	0.363791095500088	0.836704485881464	-0.181933258129685	0.646671894926477
A0A0U1RRQ3	A0A0U1RRQ3	A0A0U1RRQ3_RAT	Ubap2		-0.037305223178872	-0.0923620287432942	-0.0238381739316319	-0.0827340929808646	-0.037388437087363	0.0205630094834018	-0.0272282490623736	0.00180424417509606	0.0821688934736229	-0.0896996920943226	-0.0447371995455429	-0.0496340549208623	-0.1253053432271	-0.12504898158812	-0.01744451573348	-0.0201485880553776	-0.0637689091600555	0.0119116633752135
A0A0U1RRS1	A0A0U1RRS1	A0A0U1RRS1_RAT	RGD1564541		-0.301295535581716	-0.185563293773517	-0.0846188441961244	-0.0831212969736781	-0.121567535139207					0.137712789627027	-0.564197898988621	-0.158854979413464	-0.246218752287948					
A0A0U1RRT8	A0A0U1RRT8	A0A0U1RRT8_RAT	Sept6		-0.192354952847041	-0.000750295758697728	0.0261909219248337	-0.0626476998499769	-0.0979057665578187	-0.10746816718213	0.114940685354872	-0.152373312083864	-0.0671965300313986	0.28219339927679	0.0122679685659757	0.0282067992431816	-0.00425182166288895	-0.0872824038116267	-0.0722552347590916	-0.095570189264206	-0.00433157471883316	-0.0255948218370375
A0A0U1RRU0	A0A0U1RRU0	A0A0U1RRU0_RAT	Srpk1		0.168543443940068	0.0792043270774337	0.147752041848768	0.0456795164126299	-0.00998344280989483	-0.296351100866939	-0.307780697058313	-0.404720591973527	-0.0690843137243965	0.109945509205322	0.149954359994381	-0.131789941757534	-0.25569464015376	0.100561891941699	-0.297094731857393	0.0218668085362157		-0.278636058634757
A0A0U1RRU5	A0A0U1RRU5	A0A0U1RRU5_RAT	Tab1		0.109788926618288	0.0128566867692028	-0.0469995806273582	-0.0167112395402863	0.0482906054443901	0.0409820028513791	-0.102853719076587	-0.124777061339674	-0.0135728490253622	-0.0622847683583534	0.0820113011004651	-0.148952758369998	0.250592753917952	0.34495034299013	0.129385590302466	0.110258304003816	0.237835645386052	0.0730397628192799
A0A0U1RRV5	A0A0U1RRV5	A0A0U1RRV5_RAT	Cluh		-0.0652578270971495	-0.104755200368948	-0.0693601389229122	-0.107550760841738	0.00154403572230211	0.0562875643863131	0.153641465627762	0.00761894497538024	-0.0843448424777231	-0.436027242336775	-0.102239992157119	-0.262133078518584	-0.157808438978289	0.189659985987597	-0.0102573020038987	0.0470842858807856	-0.00530935401262633	-0.0598895988974011
A0A0U1RRV7	A0A0U1RRV7	A0A0U1RRV7_RAT	Srsf3		-0.0105476159603266	0.0979875506969778	0.0707301897651264	-0.0900418658611515	-0.0234253334508063	0.0933586824985932	0.163070760162889	0.0361191762892215	0.0787707359410398	0.327890060925872	0.0574930756363802	-0.021416160248113	0.022067248744143	0.117974424354199	0.14475776328982	0.0519491634042902	0.0973962184220819	0.16074024230258
A0A0U1RRW0	A0A0U1RRW0	A0A0U1RRW0_RAT	Srr							-0.372410162294605	0.14373788125259	-0.305868841462086	0.14691879156903					0.234086768884528	-0.253603224455327	-0.125964229000621	-0.0530987142065682	-0.535075644250893
A0A0U1RS16	A0A0U1RS16	A0A0U1RS16_RAT	Smg6		0.00832478690733338	0.175746184529966	0.175096714581377	-0.0263210047543672	-0.0725571740221784					-0.176356877138772	0.353347696350279	-0.102184125285796						
A0A0U1RS25	A0A0U1RS25	A0A0U1RS25_RAT	Upf1		0.081610043813219	0.0904253011182908	0.0815112201651934	0.0740210963711345	0.0822358116969047	-0.036193018907801	0.00415600324973187	-0.024197884370045	0.0466055596948736	0.0213152180124215	-0.178742520807352	0.00463538841489852	-0.090053933078679	-0.0138905830717161	-0.0315004120019475	-0.0220724006465976	0.05280959131547	-0.0113008547377727
A0A140TAA4	A0A140TAA4	A0A140TAA4_RAT	Pdcd6ip		0.0328406312520121	0.0777476262816164	0.0705070770933016	-0.031658789877968	-0.0354108800507544	0.0459263872706767	-0.00309481467699324	0.04584926131006	0.0555330377091824	0.00189462119254485	0.0843180267611651	0.115348299588163	-0.0060143345728042	-0.0379610491510964	0.0268934668030604	0.031809700119966	-0.0492663974540308	-0.0134809915789906
A0A140TAE0	A0A140TAE0	A0A140TAE0_RAT	Mvp		-0.0707958953325051	0.0231655023535917	0.00047077265555695	-0.0218601110279702	0.00299419299331799	-0.0761790761046318	-0.0125420511228259	-0.0143071324069076	-0.054263993818798	0.188354748957472	0.143824800940373	0.0121343112709276	0.0192221644352297	-0.0740480410712981	-0.0564266421596484	0.0251993872348703	-0.0419227507294767	-0.04683676212959
A0A140TAF0	A0A140TAF0	A0A140TAF0_RAT	Tpm3		-0.0210175189453813	0.109070520539459	0.165780137123269	-0.0631905601155466	-0.0057054725424841	0.0142549051491121	-0.140504040126854	0.0143253167889314	0.0514169796076415	0.0918425996323553	0.0283131337496583	0.0882575862828783	0.0852199506483238	-0.0561011236479793	0.00316929315840364	0.0930188366209364	-0.0497403006967808	0.0086957043220523
A0A140TAF5	A0A140TAF5	A0A140TAF5_RAT	Clcc1		0.23515195930429	0.0864226048189386	-0.0375022574710933	0.334397532983132	0.098148123103017	-0.710859183911516	-1.02465565173488	-0.592635022928318	-0.750358109776783	-0.306949184438488	0.0314568486294747	0.142594810615374	0.197384078762116	-0.305453337817553	-0.937922568649406	-0.653408651177486	-0.284518791458511	-0.997676258277122
A0A140TAI1	A0A140TAI1	A0A140TAI1_RAT	Ubqln1		-0.108591280174473	0.035411222648141	0.0663847857168978	-0.0855220247317225	-0.125661566941916	-0.00798919967068712	0.0431308982455675	0.00268621436420668	0.144308159915447	0.143842739536437	0.122631547813568	0.0614697288863706	0.0424348526585184	-0.115224409034998	0.0397455438407203	0.0683455729049917	0.0364351124541994	0.135720639673624
A0A140TAI6	A0A140TAI6	A0A140TAI6_RAT	Rpl36		-0.0396725226289991	0.0839359032726224	0.0738882527718648	-0.126552570815452	0.089603224485752	-0.00593231776335434	0.0833123942868373	0.159007776669357	-0.0747441821036728	-0.0961477862161849	0.0746547466980216	0.0782175966522509	0.193482191291066	-0.175361190659984	-0.075992830780334	0.0474587429729921	-0.215245829233648	0.0504033966297348
A0A140UHW6	A0A140UHW6	A0A140UHW6_RAT	Trmt1		0.349190710502606	0.0359647864096811	-0.259997951858366	0.124862725166521	-0.579514254486766	-0.0972606471225925	-0.0914192096028079	-0.244947456173655	0.00248615549244531	0.463678872835536	-0.123816152462176	-0.33740018783243	-0.0392594795359295	0.0571707437010556	-0.020456947110866	-0.0361109665515856	-0.0882835869727006	-0.21382293418337
A0A140UHX2	A0A140UHX2	A0A140UHX2_RAT	Zc3hc1		-0.390196972693309	-0.903770615639475	-0.0848476900132173	-0.330615327728119	-0.277171362902506	-0.0385723232852327	-0.250623796928416	-0.0065453102679438	-0.259888627646224	0.0988550570824273		0.197516663343764	-0.275527274530335	0.587452595822651	0.226252837122824	0.027715568946854	0.386861834278206	-0.110990606488835
A0A140UHX6	A0A140UHX6	A0A140UHX6_RAT	Sptb		0.276706207711114	-0.0357817672144689	-0.0635119549092449	-0.110084123912592	-0.0290015265264678	-0.153971373726238	-0.0537161871225836	-0.0760011110941169	-0.0308250715378453	0.228705819431487	0.474608743402381	0.0110141748339171	-0.0501050138863505	-0.17668975895552	0.0189324993893546	-0.0547591332507881	-0.120114329323936	-0.0190018009119846
A0A140UHX9	A0A140UHX9	A0A140UHX9_RAT	Ccz1b		-0.0215082246200514	0.286635047928398	0.196912247054206	0.103977863059903	0.0864164036305502	-0.0702397147038184	0.152725258820273	0.103625917336596	0.0703162356323447	0.165995841537673	-0.0903236004796195	0.237748770839721	0.127042523857235	0.0908832751785809	0.206186046014892	0.192036677561949	0.0116217896718236	0.310398585631387
A0A1B0GWN5	A0A1B0GWN5	A0A1B0GWN5_RAT	Mark3		0.156176678450963	0.0272800739609377	0.0642549567963313	0.294084090839916	0.292390989012188	-0.00707921093055741	0.223841186505194	0.178610194200188	-0.143166745049178	-0.274027123518227	-0.311275244049137	-0.237330240397287	-0.211245359049851	-0.301016353716418	-0.16233391352504	0.0825149699923005	-0.375094528867735	-0.0131201372154159
A0A1B0GWQ6	A0A1B0GWQ6	A0A1B0GWQ6_RAT	Tti2		0.616396529599488	-0.0481320704943101	-0.0189194802961652	0.179902396841727	0.119225707686799					-0.00137560513392093	0.787643723465277	-0.346138940027307	-0.409132126209854					
A0A1B0GWQ7	A0A1B0GWQ7	A0A1B0GWQ7_RAT	Tsn		-0.0281873768147834	-0.024152262643626	0.0189508144716853	-0.0960289331519176	-0.0901567458913614	-0.0937901345899653	-0.0190112357572231	0.00409764611004387	-0.0488863589518578	-0.0578957786498398	-0.086770309945851	-0.167548815880459	-0.120080609586539	-0.362698529707939	-0.0656740936622115	-0.211567619181668	-0.0167153529375065	-0.129761027897714
A0A1B0GWR1	A0A1B0GWR1	A0A1B0GWR1_RAT	Eri3		-0.231637481554113	0.0698676584691767	0.0945968906358957	-0.091041060720248	-0.013070188954721	0.0205871919550391	-0.0505620951317506	0.110394312920827	0.0315246865161443	0.0448432733517865	-0.0492690593789779	0.0485053834250128	0.0081398180876463	0.0516173534462393	0.0779391966322409	0.00890650492527911	6.8216826908718e-05	-0.0030161805463047
A0A1B0GWV4	A0A1B0GWV4	A0A1B0GWV4_RAT	Tomm5							0.145956625409568	-0.489841446751853	0.0163588336678076	-0.173802597545758					0.258019504619761	0.0295850328991605	-0.0907239850003194	0.414862113155821	0.0903101869912254
A0A1B0GWW0	A0A1B0GWW0	A0A1B0GWW0_RAT	Ube3c		-0.23384833383691	0.0619386738583357	0.0250639416173825	0.0623946798326177	0.0454621380457211	-0.110918460184905	-0.0994540418755372	-0.050241034381161	-0.107258354291123	-0.0700339349696625	-0.0766127476620149	0.202868381037967	0.00444204339555121	0.138170903910565	0.0130512825974193	-0.0492335492867819	0.027714715453535	-0.0431477554477601
A0A1W2Q5Z6	A0A1W2Q5Z6	A0A1W2Q5Z6_RAT	Tax1bp3		-0.127269968226536	0.10430924655422	0.013795215797625	0.063384136486283	-0.012691033488302					0.667248366008428	0.108723940368832	-0.134638553176416	-0.075572177652511					
A0A1W2Q605	A0A1W2Q605	A0A1W2Q605_RAT	Slc25a31		0.264537413398005	-0.0500129618576942	-0.0267886577356636	0.280108977362117	0.178622763477709	0.268636317515693	0.00607583415169577	0.334861910737521	0.0923365955004322	-0.770770648982323	-0.181141525475824	-0.0781959907782179	0.368357682752625	0.547951360562455	0.373201581941515	0.357714861509955	0.242154916775112	0.149717760248081
A0A1W2Q655	A0A1W2Q655	A0A1W2Q655_RAT	Zbtb20		-0.22936849370738	-0.0288134313883896	-0.16866923344742	-0.0867953872182257	-0.1570446593475	0.0115590457239405	0.0831361412149372	-0.146110330709753	-0.133392430783841	-0.226543587351809	-0.00883458764187772	0.0550225569396593	-0.0179255532147117	0.00544860501380035	-0.0384114141552283	0.0482276941571327	-0.0854920065985205	0.0507873147785228
A0A1W2Q669	A0A1W2Q669	A0A1W2Q669_RAT	Krt81		-0.472987227682492	-0.179801378919045	-0.148090823083174	1.87032929460712	0.00364882804570255	-1.13146114427259	-0.992019338856062	-1.26035354704625	-1.28498666807248	1.16605598711543	-0.56066638098425	-0.278296374866919	-0.249094151150127	-0.171099261888156	-1.02655525610357	-1.51394828558098	-0.270950796365727	-1.16283071117674
A0A1W2Q678	A0A1W2Q678	A0A1W2Q678_RAT	FAM120C		-0.0337796129883248	-0.029414699840401	-0.0871456405902976	-0.038343073682849	-0.0713654967748383	-0.439855187288328	0.174111372220329	0.241097625139234	0.124834552698772	-0.147854773097679	-0.0613575826557951	0.0261864187987891	-0.00604762112444857	0.359001289111467	0.282796463891372	-0.234568074337145	0.241316739590163	0.217328143526529
A0A1W2Q6C0	A0A1W2Q6C0	A0A1W2Q6C0_RAT	Fam160a1		0.279084178075186	0.246520474491636	0.334298435814643	0.237165479510114	0.137282387477793					0.0253238711001376	-0.102044643382597	-0.446341553272646	-0.27906267260503					
A0A1W2Q6C1	A0A1W2Q6C1	A0A1W2Q6C1_RAT	Dmkn		-1.53719266393223			-1.08632812416044						3.61056540489709								
A0A1W2Q6D5	A0A1W2Q6D5	A0A1W2Q6D5_RAT	Fhod3		-0.0481567908345675	-0.175119641579248	-0.18160550317667	-0.0326988317420353	0.010579418410327	-0.153126317502325	-0.0814929685908311	-0.206543387427312	-0.0280769878342742	-0.198206181302518	-0.0498446991770883	-0.176302077117694	-0.0433313345105387	0.118744333031202	-0.0362057790795476	-0.168404919201747	0.0133970194427047	0.020661428697938
A0A1W2Q6F8	A0A1W2Q6F8	A0A1W2Q6F8_RAT	Ndufa10l1		-0.081026237084871	-0.181406613161753	-0.231995757982142	-0.139918958168753	-0.0854592966748016	0.204051202549064	-0.0931815741821301	0.100849767067747	-0.0472160223921701	-0.782420954144245	-0.0214697675784471	-0.0713476088483219	0.234035945464166	0.59372823533283	0.174567925490591	0.0319441974625743	0.205552123798646	-0.0215045209469785
A0A5D0	A0A5D0	A0A5D0_RAT	Cd200		0.0967110111174897	0.0245387723414675	-0.224714845967674	0.413810700383116	0.065702734272562	-0.0658400867954509	0.129563109983197	-0.211619590061907	0.045269607277362	-0.148402407037226	-0.417931252551084	-0.343287110059538	-0.318324929586682	0.770520088726908	0.118697194283989	-0.0159994855307453	0.599753389689009	-0.00660538278508543
A0JN29	A0JN29	A0JN29_RAT	Lnpk		-0.130939794806317	-0.143140106819452	-0.0742260041825997	0.053960140813012	-0.1289834551622	-0.0456921197747315	-0.41965487591566	0.068991642160998	-0.000145550580162371	-0.56342877472154	-0.0784330245132898	-0.0846708855558314	0.0126603454548218	-0.0150169744806681	-0.00799062580965021	0.0484735233785778	0.151353345213419	0.00289248942413189
A0JN30	A0JN30	A0JN30_RAT	Cnpy2		0.123764001060372	-0.0498692634858516	0.0059815752978829	-0.196962010985263	-0.115675855751531	0.0303235738510652	0.00100702031872868	0.106472367264376	0.233266108991438	0.252779608664194	0.01063422105265	0.0693631905685701	0.0428438983530055	-0.00569258222634403	0.0941337413880286	0.100993364756602	0.0144617851973318	0.105663326238419
A0JPL2	A0JPL2	A0JPL2_RAT	Csnk1a1		-0.170089528217744	-0.0653077633938653	-0.176524981771146	-0.0733862126191404	-0.0558840935337266	0.186940108350675	0.0201968361007985	0.147976007391564	0.0711342693659852	-0.11871814312898	-0.136815945276041	0.0927475142534516	0.0912052987394114	0.26247511215061	0.00171869268897112	0.106463711505793	0.17217554428483	0.1108327284183
